ID,Airline,PeakTime,Destination,Purpose,Transportation,Problem,Satisfaction,NetPromoter,NPS,Food,Store,Restroom,Safety,Cleanliness,Gender,Age,Income,FreqFlyer,MemberPremiumClear,Language
1122,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,8,Passives,3,4,3,4,4,Male,25-34,"$150,000 or higher",NA,No,English
1123,DELTA,Domestic Offpeak,U.S. Midwest,Business,Uber/Lyft,NA,4,8,Passives,3,NA,4,5,4,Male,45-54,"$100,001-$150,000",Yes,No,English
1125,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,5,9,Promoters,5,5,4,4,4,Male,35-44,"$100,001-$150,000",No,No,English
1126,DELTA,Domestic Offpeak,U.S. Midwest,Visit friends,Uber/Lyft,NA,4,8,Passives,2,3,3,5,3,Male,65 and over,"$150,000 or higher",No,No,English
1128,DELTA,Domestic Offpeak,U.S. Midwest,Visit friends,Drove,NA,4,8,Passives,3,3,5,4,5,Female,65 and over,"$100,001-$150,000",No,No,English
1129,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,10,Promoters,4,4,5,5,5,Male,35-44,"$100,001-$150,000",Yes,NA,English
1131,DELTA,Domestic Offpeak,U.S. Midwest,Visit friends,Dropped off,NA,5,10,Promoters,4,5,3,4,4,Female,35-44,"$100,001-$150,000",No,Yes,English
1132,SOUTHWEST,Domestic Offpeak,U.S. West,Business,BART,NA,3,11,NA,4,3,4,5,4,Female,45-54,"$150,000 or higher",No,No,English
1133,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,5,10,Promoters,3,NA,4,4,4,Female,18-24,"$50,000-$100,000",No,No,English
1134,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Drove,NA,3,6,Detractors,2,2,4,5,4,Male,45-54,"$150,000 or higher",No,No,English
1136,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,9,Promoters,4,3,2,4,3,Female,25-34,"$100,001-$150,000",No,No,English
1138,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,5,8,Passives,4,4,5,4,5,Male,45-54,"$50,000-$100,000",No,No,English
1139,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Drove,NA,4,6,Detractors,4,3,3,5,3,Male,55-64,"$100,001-$150,000",No,No,English
1140,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,3,3,4,5,4,Female,45-54,NA,No,No,English
1142,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,9,Promoters,NA,NA,4,4,4,Male,25-34,"$50,000-$100,000",No,No,English
1143,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,4,NA,4,4,5,Male,45-54,"$150,000 or higher",No,No,English
1145,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,3,10,Promoters,3,3,5,5,4,Male,25-34,"less than $50,000",Yes,No,English
1146,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,4,9,Promoters,NA,3,NA,4,5,Male,25-34,"$100,001-$150,000",No,No,English
1147,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,3,8,Passives,NA,3,3,3,3,Female,25-34,"$100,001-$150,000",Yes,No,English
1148,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,3,4,4,5,4,Male,25-34,"$50,000-$100,000",No,No,English
1150,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,5,10,Promoters,NA,NA,NA,5,5,Male,35-44,"$50,000-$100,000",No,No,English
1151,SOUTHWEST,Domestic Offpeak,U.S. West,Business,BART,NA,5,10,Promoters,NA,NA,5,5,5,Male,35-44,"$100,001-$150,000",Yes,No,English
1153,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,4,8,Passives,4,4,5,5,5,Male,55-64,"$150,000 or higher",Yes,NA,English
1154,SOUTHWEST,Domestic Offpeak,U.S. West,Business,BART,NA,5,10,Promoters,3,3,4,5,4,Female,55-64,"$150,000 or higher",No,NA,English
1156,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,3,6,Detractors,NA,NA,NA,4,4,NA,NA,NA,NA,No,English
1157,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,BART,NA,4,8,Passives,NA,4,4,5,5,Male,25-34,"less than $50,000",NA,No,English
1158,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,11,NA,4,3,3,4,4,NA,NA,NA,NA,NA,English
1160,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,5,10,Promoters,4,4,5,4,5,Female,65 and over,"less than $50,000",No,No,English
1161,DELTA,Domestic Peak,U.S. East,Visit friends,Dropped off,NA,4,9,Promoters,4,4,5,5,4,Female,45-54,"$100,001-$150,000",No,NA,English
1162,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,9,Promoters,4,NA,4,5,4,Female,25-34,"$50,000-$100,000",No,No,English
1164,SOUTHWEST,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Uber/Lyft,NA,NA,5,Detractors,NA,2,3,4,3,Female,35-44,"$100,001-$150,000",No,No,English
1165,DELTA,Domestic Peak,U.S. East,Vacation,Taxi,NA,4,8,Passives,4,4,4,5,4,Female,55-64,"$150,000 or higher",No,No,English
1166,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,3,9,Promoters,NA,NA,3,5,3,Male,35-44,"$150,000 or higher",No,No,English
1167,DELTA,Domestic Peak,U.S. East,Business,Taxi,NA,3,5,Detractors,2,2,NA,3,5,Male,35-44,"$150,000 or higher",No,No,English
1169,SOUTHWEST,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Dropped off,NA,4,10,Promoters,3,3,4,5,4,Female,NA,"$150,000 or higher",No,No,English
1170,DELTA,Domestic Peak,U.S. East,Conference,Dropped off,NA,4,7,Passives,3,3,5,5,5,Female,55-64,"$150,000 or higher",No,No,English
1171,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,4,7,Passives,3,NA,4,4,4,Male,35-44,"$100,001-$150,000",No,No,English
1172,DELTA,Domestic Peak,U.S. East,Vacation,BART,NA,5,10,Promoters,4,5,5,5,5,Female,55-64,"$150,000 or higher",No,No,English
1173,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,5,10,Promoters,3,4,5,5,5,Female,25-34,"less than $50,000",Yes,No,English
1174,DELTA,Domestic Peak,U.S. East,Business,Rental Car,NA,4,10,Promoters,3,3,4,4,4,Female,35-44,"$100,001-$150,000",No,No,English
1175,DELTA,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,8,Passives,3,3,5,5,5,Male,55-64,"$150,000 or higher",No,No,English
1176,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,5,10,Promoters,4,4,5,5,5,Female,65 and over,"$150,000 or higher",No,No,English
1177,DELTA,Domestic Peak,U.S. East,Visit friends,Dropped off,NA,3,10,Promoters,NA,NA,NA,5,NA,Male,35-44,NA,NA,No,English
1178,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,10,Promoters,NA,4,4,5,4,Male,18-24,"$100,001-$150,000",No,No,English
1179,DELTA,Domestic Peak,U.S. East,Business,Taxi,NA,3,8,Passives,3,2,3,4,3,Female,45-54,NA,Yes,No,English
1180,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Taxi,NA,4,10,Promoters,5,5,5,5,5,Female,45-54,NA,Yes,No,English
1181,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Taxi,NA,3,1,Detractors,2,2,2,3,3,Male,35-44,"$50,000-$100,000",No,No,English
1182,DELTA,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NA,3,8,Passives,3,3,3,3,3,Female,55-64,NA,NA,No,English
1183,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,3,5,Detractors,2,2,3,5,3,Male,35-44,"$150,000 or higher",Yes,No,English
1185,DELTA,Domestic Peak,U.S. East,Vacation,Taxi,NA,4,9,Promoters,4,4,3,4,4,Female,65 and over,"$50,000-$100,000",No,No,English
1186,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,3,7,Passives,3,3,4,3,4,Male,35-44,"$150,000 or higher",Yes,No,English
1188,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Airport Bus,NA,5,10,Promoters,4,4,5,5,5,Male,35-44,"$50,000-$100,000",No,No,English
1190,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,9,Promoters,4,4,3,4,4,Male,25-34,"$100,001-$150,000",No,No,English
1191,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,NA,9,Promoters,4,4,4,4,4,Male,65 and over,"less than $50,000",No,NA,English
1192,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Rental Car,THE AIRTRAIN BROKE,5,10,Promoters,4,3,4,5,5,Male,35-44,"$150,000 or higher",No,No,English
1193,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,VERY CONFUSED ABOUT THE AIRTRAN SYSTEM.,3,3,Detractors,4,4,3,5,3,Male,55-64,"$50,000-$100,000",No,No,English
1195,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,7,Passives,3,3,4,4,4,Male,25-34,"less than $50,000",No,No,English
1196,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Limo,NA,2,5,Detractors,2,3,3,3,2,Female,35-44,"$150,000 or higher",No,No,English
1197,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,9,Promoters,3,3,2,5,3,Male,55-64,"$100,001-$150,000",Yes,No,English
1199,SOUTHWEST,Domestic Offpeak,U.S. West,Other,Taxi,NA,2,11,NA,2,2,2,2,2,Female,NA,NA,NA,Yes,English
1200,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,NA,4,10,Promoters,4,3,5,5,5,Male,55-64,"$50,000-$100,000",NA,No,English
1201,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,BART,NA,4,8,Passives,NA,2,2,4,4,Female,18-24,"less than $50,000",No,No,English
1202,SOUTHWEST,Domestic Offpeak,U.S. West,Other,Other,NA,3,8,Passives,3,3,3,3,3,Female,65 and over,"$150,000 or higher",No,NA,English
1204,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,4,7,Passives,3,3,3,5,4,Female,45-54,"$150,000 or higher",NA,No,English
1205,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Drove,NA,4,8,Passives,3,2,5,4,5,Female,35-44,"$100,001-$150,000",No,No,English
1206,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Rental Car,FOOD WAS HORRIBLE & WASY TOO EXPENSIVE!,4,5,Detractors,3,3,3,3,3,Female,45-54,NA,No,No,English
1207,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Taxi,NA,3,8,Passives,3,3,4,4,4,Male,65 and over,"$50,000-$100,000",NA,NA,English
1209,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Drove,NA,4,8,Passives,4,4,5,4,5,Female,18-24,NA,NA,No,English
1211,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Drove,NA,5,10,Promoters,4,4,5,5,5,Male,25-34,"less than $50,000",Yes,No,English
1213,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,2,3,3,4,3,NA,NA,NA,NA,NA,English
1214,SOUTHWEST,Domestic Offpeak,U.S. West,Business,BART,NA,4,7,Passives,3,3,3,4,3,Male,35-44,"$50,000-$100,000",NA,No,English
1215,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,3,3,NA,4,5,Female,45-54,"$100,001-$150,000",No,No,English
1216,SOUTHWEST,Domestic Offpeak,U.S. West,NA,Dropped off,NA,4,9,Promoters,3,NA,4,4,4,Female,25-34,NA,No,No,English
1217,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Taxi,NA,3,7,Passives,3,2,4,5,3,Female,55-64,"$100,001-$150,000",Yes,No,English
1218,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,9,Promoters,3,3,3,5,4,Male,45-54,"$50,000-$100,000",No,No,English
1220,SOUTHWEST,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,6,Detractors,5,5,4,3,4,NA,NA,NA,NA,Yes,English
1221,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,8,Passives,4,4,3,5,4,Female,45-54,"less than $50,000",No,No,English
1223,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,3,8,Passives,2,2,3,5,4,NA,35-44,NA,No,No,English
1224,SOUTHWEST,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,3,11,NA,3,3,3,4,3,NA,NA,NA,NA,NA,English
1225,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,"IT'S A CLEAR NIGHT, NOT A LOT OF PEOPLE BUT FLIGHT WAS DELAYED",4,7,Passives,3,3,4,4,4,Female,35-44,NA,No,NA,English
1227,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,2,2,4,5,5,Male,18-24,"$50,000-$100,000",No,No,English
1228,SOUTHWEST,Domestic Offpeak,U.S. West,NA,Dropped off,NA,4,8,Passives,4,4,4,5,4,Female,65 and over,"$150,000 or higher",No,No,English
1229,ANA ALL NIPPON,International,Asia,Vacation,Rental Car,NA,3,5,Detractors,2,2,3,4,3,Female,45-54,"$150,000 or higher",No,No,Japanese
1231,ANA ALL NIPPON,International,Asia,Vacation,BART,NA,4,8,Passives,NA,4,3,4,3,Male,18-24,"less than $50,000",No,No,Japanese
1232,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,NA,NA,5,5,5,Male,25-34,"less than $50,000",No,No,English
1234,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,5,Detractors,NA,4,4,4,4,Male,55-64,"less than $50,000",No,No,Japanese
1235,CHINA EASTERN,International,Asia,Vacation,Dropped off,NA,3,10,Promoters,NA,NA,5,4,5,Female,55-64,"$100,001-$150,000",No,No,Chinese
1236,SOUTHWEST,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,NA,NA,5,5,5,Female,55-64,"less than $50,000",NA,No,Japanese
1238,CHINA EASTERN,International,Asia,Visit friends,Uber/Lyft,NA,4,8,Passives,3,3,4,5,4,Male,45-54,"$150,000 or higher",No,No,Chinese
1239,UNITED INTL,International,Asia,Visit friends,Dropped off,NA,4,10,Promoters,NA,4,NA,5,4,Male,25-34,"less than $50,000",Yes,NA,English
1241,CHINA EASTERN,International,Asia,Business,Connect from another flight,NA,3,5,Detractors,3,3,4,3,4,Female,18-24,"less than $50,000",No,No,English
1242,UNITED INTL,International,Asia,Vacation,Rental Car,NA,4,10,Promoters,4,4,4,4,4,Male,35-44,"$150,000 or higher",No,No,English
1244,CHINA EASTERN,International,Asia,Business,Connect from another flight,NA,4,11,NA,4,4,5,5,5,Male,18-24,"less than $50,000",No,No,English
1245,CHINA EASTERN,International,Asia,Visit friends,Drove,NA,5,10,Promoters,5,5,5,NA,5,Male,55-64,"less than $50,000",No,No,English
1246,UNITED INTL,International,Asia,Visit friends,Van,NA,3,6,Detractors,4,3,3,4,3,Male,65 and over,"$150,000 or higher",No,NA,English
1248,CHINA EASTERN,International,Asia,Visit friends,Dropped off,NA,4,8,Passives,4,4,3,4,4,Female,45-54,NA,No,No,English
1249,UNITED INTL,International,Asia,School event,Dropped off,NA,5,10,Promoters,5,5,5,5,5,NA,NA,NA,NA,NA,English
1250,CHINA EASTERN,International,Asia,Vacation,Connect from another flight,"SCREEN SHOT OF TICKET WOULDN'T SCAN, REQUIRED TO GET A PAPER TICKET. EAST CHINA AIR SERVICES CLOSED UNTIL 8:30 AM.",4,7,Passives,3,NA,5,5,5,Male,25-34,"$50,000-$100,000",No,NA,English
1251,CHINA EASTERN,International,Asia,Vacation,Uber/Lyft,NA,5,11,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,English
1252,UNITED INTL,International,Asia,Conference,Connect from another flight,NA,5,9,Promoters,4,4,3,4,4,Male,35-44,"$50,000-$100,000",No,No,English
1253,CHINA EASTERN,International,Asia,NA,Drove,NA,5,10,Promoters,4,4,4,4,4,Female,NA,NA,NA,NA,English
1254,CHINA EASTERN,International,Asia,Visit friends,Taxi,NA,4,7,Passives,3,4,5,3,4,Female,25-34,"less than $50,000",No,No,English
1255,UNITED INTL,International,Asia,Vacation,Connect from another flight,TO TRANSLATE,3,5,Detractors,3,3,3,3,3,Female,25-34,NA,No,NA,Japanese
1256,UNITED INTL,International,Asia,Vacation,Connect from another flight,NA,4,5,Detractors,4,4,3,NA,3,Female,18-24,NA,NA,No,Japanese
1258,CHINA EASTERN,International,Asia,Vacation,Dropped off,NA,4,9,Promoters,4,4,5,5,5,Male,25-34,"$100,001-$150,000",NA,No,English
1259,UNITED INTL,International,Asia,Vacation,Connect from another flight,NA,4,7,Passives,NA,4,3,3,4,Male,25-34,NA,No,No,Japanese
1260,CHINA EASTERN,International,Asia,Vacation,Dropped off,NA,4,10,Promoters,3,3,5,4,5,Male,45-54,"$50,000-$100,000",Yes,No,English
1261,CHINA EASTERN,International,Asia,Visit friends,Uber/Lyft,CAN'T PURCHASE LOTION.,4,10,Promoters,4,3,4,5,5,Female,18-24,"$100,001-$150,000",NA,No,English
1263,UNITED INTL,International,Asia,Vacation,Connect from another flight,TO TRANSLATE,3,6,Detractors,3,3,3,3,3,Female,35-44,Other Currency,NA,No,Japanese
1265,CATHAY PACIFIC,International,Asia,Visit friends,Dropped off,NA,4,0,Detractors,4,NA,4,4,4,Female,55-64,"$50,000-$100,000",Yes,No,Chinese
1266,CATHAY PACIFIC,International,Asia,Vacation,Dropped off,NA,4,10,Promoters,NA,NA,4,4,5,Male,35-44,"$50,000-$100,000",No,No,Chinese
1267,UNITED INTL,International,Asia,Visit friends,Dropped off,NA,4,6,Detractors,NA,4,2,3,3,Male,35-44,"$50,000-$100,000",No,NA,Japanese
1269,CATHAY PACIFIC,International,Asia,Visit friends,Drove,NA,4,6,Detractors,NA,3,3,3,3,Female,55-64,NA,No,No,Chinese
1274,UNITED INTL,International,Europe,Business,Dropped off,NA,5,9,Promoters,4,5,4,5,4,Female,65 and over,"$50,000-$100,000",Yes,No,English
1276,CHINA SOUTHERN,International,Asia,Visit friends,Dropped off,NA,4,8,Passives,4,3,2,4,2,Female,55-64,"$150,000 or higher",Yes,No,English
1278,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,8,Passives,4,4,3,4,3,Female,25-34,"$50,000-$100,000",Yes,No,English
1279,CHINA SOUTHERN,International,Asia,School event,Van,NA,4,11,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,Chinese
1281,UNITED INTL,International,Europe,Vacation,Uber/Lyft,NA,4,8,Passives,3,4,5,4,4,Male,25-34,NA,NA,No,English
1282,CHINA SOUTHERN,International,Asia,Vacation,Uber/Lyft,NA,4,7,Passives,4,3,4,4,3,Female,18-24,"less than $50,000",No,No,English
1284,UNITED INTL,International,Europe,Vacation,BART,NA,4,10,Promoters,3,3,5,4,5,Female,65 and over,NA,No,No,English
1285,CHINA SOUTHERN,International,Asia,Vacation,Uber/Lyft,NA,5,9,Promoters,4,4,5,5,5,Female,25-34,"$50,000-$100,000",Yes,No,English
1286,UNITED INTL,International,Europe,Vacation,Uber/Lyft,NA,5,10,Promoters,4,3,5,5,5,Male,18-24,NA,No,No,English
1287,JETBLUE,Domestic Offpeak,U.S. East,Business,Taxi,NA,NA,5,Detractors,1,2,3,3,3,Male,NA,"$150,000 or higher",Yes,Yes,English
1288,UNITED INTL,International,Europe,Vacation,Connect from another flight,SIGNS EXPLAINING CONNECTOR FOR TERMINAL 3 TO INTERNATIONAL NOT NEEDING TO REPASS SECURITY NOT CLEAR.,4,6,Detractors,3,3,4,5,4,Female,25-34,"less than $50,000",No,NA,English
1290,JETBLUE,Domestic Offpeak,U.S. East,Visit friends,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,55-64,"$50,000-$100,000",NA,NA,English
1291,UNITED INTL,International,Europe,Business,Uber/Lyft,NA,4,9,Promoters,3,3,4,5,4,Male,25-34,"$100,001-$150,000",No,No,English
1292,JETBLUE,Domestic Offpeak,U.S. East,Visit friends,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,55-64,"$150,000 or higher",NA,NA,English
1293,UNITED INTL,International,Europe,Vacation,Dropped off,NA,4,7,Passives,4,4,NA,4,NA,Male,65 and over,NA,No,No,English
1295,JETBLUE,Domestic Offpeak,U.S. East,Visit friends,Dropped off,NA,4,10,Promoters,4,NA,5,5,5,Male,55-64,"$150,000 or higher",No,No,English
1296,UNITED INTL,International,Europe,Visit friends,Uber/Lyft,NA,4,9,Promoters,4,3,4,3,4,Female,55-64,NA,No,No,English
1298,JETBLUE,Domestic Offpeak,U.S. East,Business,Rental Car,NA,3,6,Detractors,2,2,2,4,3,Male,45-54,"$150,000 or higher",Yes,Yes,English
1299,UNITED INTL,International,Europe,Visit friends,Uber/Lyft,NA,4,10,Promoters,4,4,5,5,5,Male,45-54,NA,No,No,English
1300,UNITED INTL,International,Europe,Business,BART,NA,4,8,Passives,4,3,4,4,4,Male,55-64,"$150,000 or higher",No,No,English
1301,JETBLUE,Domestic Offpeak,U.S. East,Vacation,Rental Car,NA,5,10,Promoters,4,4,4,4,4,Male,25-34,"$50,000-$100,000",No,No,English
1303,UNITED INTL,International,Europe,Vacation,Taxi,NA,3,9,Promoters,NA,3,5,5,5,Female,65 and over,NA,No,No,English
1304,JETBLUE,Domestic Offpeak,U.S. East,Visit friends,Dropped off,IT'S A MINOR ISSUE BUT A STARBUCKS OR JAMBA JUICE WOULD BE NICE TO HAVE IN THIS TERMINAL,3,8,Passives,2,3,4,5,4,Female,25-34,"$150,000 or higher",No,No,English
1305,UNITED INTL,International,Europe,Visit friends,Dropped off,NA,4,10,Promoters,4,3,4,5,4,Female,45-54,"$150,000 or higher",Yes,Yes,English
1307,UNITED INTL,International,Europe,Vacation,Uber/Lyft,NA,5,10,Promoters,5,4,NA,4,5,Female,65 and over,"less than $50,000",No,Yes,English
1309,JETBLUE,Domestic Offpeak,U.S. East,Wedding/funeral/graduation,Uber/Lyft,NA,4,7,Passives,3,3,3,4,3,Female,25-34,"$150,000 or higher",No,Yes,English
1310,UNITED INTL,International,Europe,Vacation,Van,NA,5,9,Promoters,4,4,NA,5,4,Male,65 and over,"$150,000 or higher",Yes,No,English
1312,UNITED INTL,International,Europe,Business,Taxi,NA,4,9,Promoters,4,4,3,4,4,Female,55-64,"$150,000 or higher",No,No,English
1313,JETBLUE,Domestic Offpeak,U.S. East,Vacation,Dropped off,NA,4,5,Detractors,3,NA,4,4,4,Male,25-34,"$100,001-$150,000",No,No,English
1315,JETBLUE,Domestic Offpeak,U.S. East,Visit friends,BART,SLOW TSA CHECK LINE,3,8,Passives,3,3,4,4,5,Male,25-34,"$50,000-$100,000",No,No,English
1316,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,8,Passives,NA,4,4,4,4,NA,65 and over,NA,No,NA,English
1318,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,5,Detractors,4,4,5,3,5,Male,25-34,"less than $50,000",No,No,English
1319,JETBLUE,Domestic Offpeak,U.S. East,Wedding/funeral/graduation,Uber/Lyft,NA,5,10,Promoters,4,NA,4,5,5,Male,25-34,"$150,000 or higher",No,No,English
1321,JETBLUE,Domestic Offpeak,U.S. East,Visit friends,Uber/Lyft,MASSIVE LINE UP AT SECURITY CHECKPOINT. ROUGHLY 1.5 HOURS,3,8,Passives,2,2,4,5,4,Female,25-34,"$150,000 or higher",NA,No,English
1322,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,9,Promoters,4,4,5,5,5,Female,25-34,NA,No,No,English
1323,UNITED INTL,International,Europe,Business,Uber/Lyft,NA,5,10,Promoters,3,3,5,5,5,Male,25-34,"$50,000-$100,000",NA,No,English
1324,UNITED INTL,International,Europe,Vacation,Uber/Lyft,NA,5,10,Promoters,4,4,5,5,5,Female,25-34,"$50,000-$100,000",NA,No,English
1325,JETBLUE,Domestic Offpeak,U.S. East,Conference,Uber/Lyft,NA,4,8,Passives,NA,2,4,NA,5,Female,55-64,NA,NA,No,English
1327,UNITED INTL,International,Asia,Visit friends,Dropped off,NA,4,9,Promoters,4,4,5,5,5,Female,55-64,"less than $50,000",No,No,Chinese
1328,UNITED INTL,International,Asia,Visit friends,Connect from another flight,NA,4,5,Detractors,4,4,3,NA,3,Female,45-54,"$150,000 or higher",NA,No,Japanese
1329,UNITED INTL,International,Asia,Business,Connect from another flight,NA,4,9,Promoters,NA,5,5,5,5,Male,25-34,"$50,000-$100,000",No,No,Chinese
1331,UNITED INTL,International,Asia,Conference,Connect from another flight,NA,4,8,Passives,4,4,1,3,4,Female,65 and over,Other Currency,NA,No,Japanese
1332,UNITED INTL,International,Asia,Visit friends,Dropped off,NA,3,9,Promoters,3,3,5,5,4,Female,25-34,"$150,000 or higher",No,Yes,Chinese
1333,UNITED INTL,International,Asia,Visit friends,Dropped off,NA,5,11,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,Japanese
1334,UNITED INTL,International,Asia,Visit friends,Other,NA,NA,8,Passives,4,4,4,4,5,Female,18-24,NA,NA,No,Chinese
1336,UNITED INTL,International,Asia,Vacation,Dropped off,NA,4,6,Detractors,NA,NA,3,NA,3,Female,55-64,"$50,000-$100,000",No,No,Japanese
1338,UNITED INTL,International,Asia,Vacation,Van,NA,4,10,Promoters,2,4,5,5,4,Male,35-44,"$100,001-$150,000",No,No,Japanese
1339,UNITED INTL,International,Asia,Vacation,Hotel Shuttle,NA,4,7,Passives,3,3,4,4,4,Female,35-44,"$100,001-$150,000",No,No,Japanese
1341,UNITED INTL,International,Asia,School event,Connect from another flight,NA,NA,7,Passives,NA,NA,4,4,4,Male,35-44,"$150,000 or higher",Yes,No,Chinese
1342,UNITED INTL,International,Asia,Visit friends,Connect from another flight,NA,3,7,Passives,3,3,5,NA,5,Female,45-54,"$100,001-$150,000",No,No,Japanese
1343,UNITED INTL,International,Asia,Vacation,Connect from another flight,NA,3,5,Detractors,3,3,3,2,3,Male,25-34,"$50,000-$100,000",No,No,Japanese
1344,UNITED INTL,International,Asia,Business,Uber/Lyft,NA,5,10,Promoters,5,5,4,5,5,Female,25-34,"$50,000-$100,000",NA,No,English
1346,UNITED INTL,International,Asia,Visit friends,Dropped off,NA,4,8,Passives,4,3,4,4,4,Female,55-64,"$50,000-$100,000",No,No,English
1347,UNITED INTL,International,Asia,Vacation,Airport Bus,NA,4,8,Passives,4,4,4,5,4,Male,45-54,"$150,000 or higher",No,No,English
1349,UNITED INTL,International,Asia,Visit friends,Taxi,NA,5,10,Promoters,4,4,4,5,4,Female,65 and over,"$50,000-$100,000",No,No,English
1350,UNITED INTL,International,Asia,Business,Dropped off,NA,4,9,Promoters,NA,3,4,5,4,Male,55-64,"$100,001-$150,000",Yes,No,English
1351,UNITED INTL,International,Asia,Visit friends,Hotel Shuttle,NA,5,9,Promoters,NA,NA,4,3,5,Female,55-64,"less than $50,000",No,No,English
