ID,Airline,PeakTime,Destination,Purpose,Transportation,Problem,Satisfaction,NetPromoter,NPS,Food,Store,Restroom,Safety,Cleanliness,Gender,Age,Income,FreqFlyer,MemberPremiumClear,Language
2007,AIR FRANCE/KLM,International,Europe,Business,Uber/Lyft,"COMING FROM TERMINAL 3 INTO TERMINAL IT, IT WAS UNCLEAR EHERE CHECK-IN DESK NUMBERS ARE.",4,8,Passives,3,NA,4,5,4,Male,35-44,Other Currency,No,No,English
2008,UNITED,Domestic Peak,U.S. East,Vacation,Taxi,NA,5,10,Promoters,4,4,5,5,5,Female,45-54,"less than $50,000",No,No,English
2009,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,LINES FOR SECURITY CONTROLS ARE CONFUSING AND NOT FLUID.,3,8,Passives,3,3,4,4,5,Male,25-34,"$100,001-$150,000",No,No,English
2010,UNITED,Domestic Peak,U.S. East,Business,Rental Car,NA,4,10,Promoters,4,4,4,4,4,Male,45-54,"$100,001-$150,000",Yes,No,English
2011,AIR FRANCE/KLM,International,Europe,Business,Rental Car,SLOW SECURITY-- TOO MANY BAGS WERE SELECTED FOR ADDITIONAL SCREENING.,5,8,Passives,3,4,5,4,5,Male,35-44,"$50,000-$100,000",Yes,No,English
2012,AIR FRANCE/KLM,International,Europe,Vacation,Hotel Shuttle,NA,3,6,Detractors,2,3,4,3,3,Female,45-54,"$50,000-$100,000",Yes,No,English
2013,UNITED,Domestic Peak,U.S. East,Business,Van,NA,3,7,Passives,2,3,4,5,4,Male,35-44,"$100,001-$150,000",Yes,No,English
2014,BRITISH AIRWAYS,International,Europe,Business,Rental Car,NA,1,0,Detractors,NA,2,NA,NA,4,NA,NA,NA,NA,NA,English
2015,BRITISH AIRWAYS,International,Europe,Vacation,Hotel Shuttle,"CHECKIN, SECURITY SLOW.",2,11,NA,2,1,5,4,5,Male,25-34,"$50,000-$100,000",No,No,English
2016,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,4,8,Passives,3,1,4,5,5,Female,65 and over,NA,NA,No,English
2017,BRITISH AIRWAYS,International,Europe,Business,Drove,NA,4,7,Passives,3,3,3,3,4,Male,65 and over,"$50,000-$100,000",No,No,English
2018,BRITISH AIRWAYS,International,Europe,Vacation,Dropped off,NA,4,8,Passives,3,4,3,5,3,Female,65 and over,"$100,001-$150,000",No,No,English
2019,UNITED,Domestic Peak,U.S. East,Vacation,Rental Car,NA,5,10,Promoters,5,5,5,5,5,Female,35-44,"$50,000-$100,000",Yes,No,English
2020,BRITISH AIRWAYS,International,Europe,Vacation,Uber/Lyft,BRITISH AIR CHECK-IN WAS CROWDED. LOUNGE WAS PACKED WITH PEOPLE.,3,5,Detractors,4,NA,4,3,4,Female,55-64,"$150,000 or higher",No,No,English
2021,BRITISH AIRWAYS,International,Europe,Vacation,Limo,LONG LINES AT BRITISH AIRWAYS AS REFERENVED PREVIOUSLY.,3,5,Detractors,3,4,3,3,3,Female,55-64,"$150,000 or higher",No,No,English
2022,UNITED,Domestic Peak,U.S. East,Vacation,Taxi,NA,4,8,Passives,3,3,4,4,4,Female,55-64,NA,No,No,English
2023,BRITISH AIRWAYS,International,Europe,Vacation,Dropped off,LONG WAIT AT BA BAGGAGE COUNTER.,3,5,Detractors,4,NA,4,4,4,Male,65 and over,"$150,000 or higher",No,NA,English
2024,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,4,8,Passives,4,3,5,5,4,Male,35-44,"$150,000 or higher",No,No,English
2025,BRITISH AIRWAYS,International,Europe,Business,Uber/Lyft,NA,4,7,Passives,NA,NA,NA,5,5,Male,25-34,"$150,000 or higher",Yes,No,English
2026,BRITISH AIRWAYS,International,Europe,Business,Uber/Lyft,NA,4,9,Promoters,4,NA,4,4,4,Male,45-54,"$150,000 or higher",Yes,Yes,English
2027,UNITED,Domestic Peak,U.S. East,Business,Dropped off,NA,4,9,Promoters,4,4,2,5,3,Female,35-44,NA,NA,No,English
2028,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,5,9,Promoters,4,5,4,4,4,Female,45-54,"$150,000 or higher",No,Yes,English
2029,BRITISH AIRWAYS,International,Europe,Business,Uber/Lyft,NA,4,7,Passives,3,3,4,5,4,Male,35-44,"less than $50,000",No,No,English
2030,BRITISH AIRWAYS,International,Europe,Vacation,Uber/Lyft,NA,2,2,Detractors,NA,NA,4,4,4,Male,55-64,"$150,000 or higher",Yes,NA,English
2031,BRITISH AIRWAYS,International,Europe,Vacation,Hotel Shuttle,SECURITY WAS AN ABSOLUTE CHAOS.,3,0,Detractors,2,2,4,4,3,Male,35-44,"$150,000 or higher",No,NA,English
2032,UNITED,Domestic Peak,U.S. East,Vacation,Connect from another flight,NA,4,8,Passives,5,5,4,4,4,Male,65 and over,NA,No,No,English
2033,BRITISH AIRWAYS,International,Europe,Vacation,BART,"BRITISH AIRLINES CHECKING, BAG DROPOFF CHAOTIC, 2 HRS WAIT. STAFF DID NOT MANAGE THE WAITING LINES.",4,8,Passives,4,4,4,5,4,Female,55-64,"$150,000 or higher",No,No,English
2034,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,9,Promoters,4,NA,3,5,4,Female,25-34,"$100,001-$150,000",Yes,No,English
2035,BRITISH AIRWAYS,International,Europe,Vacation,Taxi,TOO BUSY NOT ENOUGH STAFF TO HELP.,NA,0,Detractors,NA,NA,NA,3,NA,Female,45-54,"$50,000-$100,000",No,NA,English
2036,BRITISH AIRWAYS,International,Europe,Vacation,Uber/Lyft,NA,NA,0,Detractors,3,2,5,3,NA,Female,45-54,NA,NA,No,English
2037,UNITED,Domestic Peak,U.S. East,NA,Dropped off,NA,5,10,Promoters,NA,NA,5,5,5,Male,65 and over,"less than $50,000",No,No,English
2038,BRITISH AIRWAYS,International,Europe,Business,Uber/Lyft,SECURITY LONG LINE. MY TSA PRE DIDN'T WORK.,3,3,Detractors,4,3,NA,4,3,Male,45-54,"$150,000 or higher",Yes,No,English
2039,BRITISH AIRWAYS,International,Europe,Business,Drove,SECURITY! MY LAPTOP AND IPAD WERE BOTH TIPPED OUT OF THE TRAY. LUCKILY NO DAMAGE.,3,5,Detractors,3,3,3,4,3,Male,55-64,"$150,000 or higher",NA,No,English
2040,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,NA,10,Promoters,NA,NA,NA,5,5,NA,NA,NA,NA,NA,English
2041,BRITISH AIRWAYS,International,Europe,Vacation,Hotel Shuttle,SECURITY LINES ARE DISORGANIZED AND INEFFICIENT CHAOTIC!,2,5,Detractors,1,1,3,4,3,Female,25-34,"$150,000 or higher",No,No,English
2042,BRITISH AIRWAYS,International,Europe,Vacation,Rental Car,B.A. CHECKIN WAS A SHAMBLES. TOO FEW STAFF.,4,8,Passives,NA,NA,4,5,4,Male,55-64,"$100,001-$150,000",No,No,English
2043,UNITED,Domestic Peak,U.S. East,Vacation,Connect from another flight,NA,4,10,Promoters,4,4,4,3,5,Female,55-64,NA,No,No,English
2044,BRITISH AIRWAYS,International,Europe,Vacation,Rental Car,VERY POOR ORGANISATION AT CHECK IN DESK RESULTING IN LONG 2 HR QUEUE.,4,9,Promoters,NA,3,5,3,5,Female,45-54,"$100,001-$150,000",No,No,English
2045,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,5,11,NA,4,3,4,3,4,NA,NA,NA,NA,NA,English
2046,BRITISH AIRWAYS,International,Europe,Business,BART,TERMINAL NUMBER CONFUSION. SECURITY TOOK A LONG TIME-- NOT ENOUGH AGENTS TO PROCESS EVERYONE.,2,2,Detractors,1,2,3,5,4,Male,35-44,"$150,000 or higher",No,No,English
2047,BRITISH AIRWAYS,International,Europe,Vacation,Dropped off,JUST A HORRIBLY LONG LINE AT BOTH BRITISH AIR CK-IN AND SECURITY.,4,5,Detractors,NA,NA,4,5,4,Female,65 and over,"$100,001-$150,000",No,No,English
2048,UNITED,Domestic Peak,U.S. East,Vacation,Hotel Shuttle,NA,5,11,NA,4,4,4,3,3,NA,NA,NA,NA,NA,English
2049,BRITISH AIRWAYS,International,Europe,Business,Rental Car,NA,2,6,Detractors,1,1,2,5,3,Male,25-34,"$150,000 or higher",Yes,No,English
2050,BRITISH AIRWAYS,International,Europe,Vacation,Airport Bus,THERE WERN'T ENOUGH COUNTER PEOPLE AT BRIT AIR AND THE WAIT TO DROP BAGS WAS INTERMINABLE.,4,10,Promoters,5,5,5,5,4,Female,65 and over,NA,No,No,English
2052,UNITED,Domestic Offpeak,U.S. East,Business,Rental Car,NA,4,10,Promoters,4,2,4,5,5,Male,25-34,"$100,001-$150,000",No,No,English
2053,UNITED,Domestic Offpeak,U.S. East,Business,Dropped off,NA,3,7,Passives,2,4,3,4,3,Male,25-34,"$150,000 or higher",NA,NA,English
2054,UNITED,Domestic Offpeak,U.S. East,Vacation,Dropped off,NA,5,10,Promoters,NA,NA,5,5,5,Male,45-54,"$50,000-$100,000",No,No,English
2056,UNITED,Domestic Offpeak,U.S. East,Business,Rental Car,NA,5,10,Promoters,5,5,5,5,5,Male,65 and over,"$150,000 or higher",Yes,No,English
2058,UNITED,Domestic Offpeak,U.S. East,Vacation,Rental Car,NA,4,8,Passives,4,4,3,4,4,Female,55-64,"$100,001-$150,000",Yes,NA,English
2059,AMERICAN,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NA,4,8,Passives,NA,4,5,5,5,Female,55-64,"$150,000 or higher",No,No,English
2060,AMERICAN,Domestic Peak,U.S. East,Business,Rental Car,NA,4,10,Promoters,5,5,5,5,5,Female,45-54,"$150,000 or higher",No,No,English
2061,UNITED,Domestic Offpeak,U.S. East,Vacation,Hotel Shuttle,NA,5,9,Promoters,NA,4,4,4,4,Male,35-44,"$50,000-$100,000",No,No,English
2063,AMERICAN,Domestic Peak,U.S. East,School event,Drove,NA,4,8,Passives,4,4,3,4,4,Male,55-64,"$150,000 or higher",No,No,English
2064,UNITED,Domestic Offpeak,U.S. East,Business,Uber/Lyft,NA,4,8,Passives,4,4,5,4,5,Male,35-44,"$150,000 or higher",No,No,English
2065,UNITED,Domestic Offpeak,U.S. East,Conference,Van,NA,4,9,Promoters,3,4,4,4,4,Female,25-34,"less than $50,000",No,No,Spanish
2066,AMERICAN,Domestic Peak,U.S. East,Conference,Drove,NA,4,9,Promoters,3,3,4,5,4,Male,55-64,"$150,000 or higher",No,No,English
2068,AMERICAN,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NA,NA,5,Detractors,3,4,4,3,4,Female,65 and over,"$50,000-$100,000",No,No,English
2069,AMERICAN,Domestic Peak,U.S. East,Moving,Dropped off,NA,4,9,Promoters,3,3,5,4,5,Female,25-34,"less than $50,000",No,No,English
2071,AMERICAN,Domestic Peak,U.S. East,Vacation,Drove,NA,4,9,Promoters,3,3,4,5,4,Male,45-54,"$50,000-$100,000",No,No,English
2072,JETBLUE,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,5,10,Promoters,5,5,3,5,5,Male,18-24,"$150,000 or higher",No,No,English
2073,AMERICAN,Domestic Peak,U.S. East,Wedding/funeral/graduation,Connect from another flight,NA,NA,10,Promoters,NA,NA,NA,NA,NA,Female,65 and over,NA,No,No,English
2074,JETBLUE,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,7,Passives,3,3,3,5,3,Male,35-44,"$100,001-$150,000",No,No,English
2075,AMERICAN,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,10,Promoters,3,4,3,4,4,Male,45-54,"$100,001-$150,000",No,No,English
2076,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,BART,NA,4,5,Detractors,3,3,4,4,4,Female,25-34,"$150,000 or higher",NA,No,English
2078,AMERICAN,Domestic Peak,U.S. East,Vacation,Drove,NA,4,10,Promoters,3,3,5,5,5,Female,55-64,"$150,000 or higher",No,No,English
2079,JETBLUE,Domestic Offpeak,U.S. West,Business,BART,NA,3,9,Promoters,3,3,4,4,4,Male,45-54,"$150,000 or higher",No,No,English
2080,AMERICAN,Domestic Peak,U.S. East,Vacation,Dropped off,ISSUE W/ AA KIOSK KIOSK POORLY CALIBRATED,4,7,Passives,2,2,3,4,4,Female,25-34,"$50,000-$100,000",No,No,English
2081,JETBLUE,Domestic Offpeak,U.S. West,Business,Rental Car,NA,5,10,Promoters,5,3,4,5,5,Female,35-44,"$50,000-$100,000",No,No,English
2083,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Uber/Lyft,NA,4,10,Promoters,3,3,3,4,5,Female,18-24,"$50,000-$100,000",No,No,English
2084,AMERICAN,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,8,Passives,3,3,5,3,4,Male,55-64,"$150,000 or higher",No,No,English
2085,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Uber/Lyft,NA,4,6,Detractors,NA,3,3,5,4,Female,25-34,"$150,000 or higher",No,No,English
2086,AMERICAN,Domestic Peak,U.S. East,Vacation,Drove,NA,4,8,Passives,3,3,5,4,5,Male,65 and over,NA,No,No,English
2087,JETBLUE,Domestic Offpeak,U.S. West,NA,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,55-64,"$50,000-$100,000",Yes,No,English
2088,AMERICAN,Domestic Peak,U.S. West,Vacation,Dropped off,NA,5,8,Passives,4,NA,4,5,4,Male,25-34,"$50,000-$100,000",No,NA,English
2089,AMERICAN,Domestic Peak,U.S. East,Business,Hotel Shuttle,NA,4,9,Promoters,5,5,4,5,4,Female,35-44,"$150,000 or higher",No,No,English
2090,JETBLUE,Domestic Offpeak,U.S. West,Business,Rental Car,NA,4,10,Promoters,4,4,5,4,5,Male,25-34,"less than $50,000",No,No,English
2091,AMERICAN,Domestic Peak,U.S. East,Visit friends,BART,NA,4,7,Passives,5,NA,4,4,4,Female,55-64,"$150,000 or higher",No,NA,English
2092,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Uber/Lyft,NA,4,8,Passives,4,3,4,5,4,Female,25-34,"$50,000-$100,000",No,No,English
2093,AMERICAN,Domestic Peak,U.S. East,Vacation,Drove,NA,4,5,Detractors,5,NA,3,5,4,Male,55-64,"$150,000 or higher",No,No,English
2094,AMERICAN,Domestic Peak,U.S. East,Vacation,Hotel Shuttle,NA,5,10,Promoters,4,3,5,5,5,Male,55-64,"$50,000-$100,000",Yes,No,English
2095,JETBLUE,Domestic Offpeak,U.S. West,Vacation,BART,NA,4,8,Passives,3,NA,4,5,5,Male,25-34,"$50,000-$100,000",No,No,English
2096,JETBLUE,Domestic Offpeak,U.S. West,Business,Taxi,NA,5,9,Promoters,4,4,3,5,4,Female,45-54,"$150,000 or higher",No,No,English
2097,UNITED INTL,International,North America,Business,Dropped off,NA,4,9,Promoters,3,3,4,4,4,Female,55-64,"$150,000 or higher",No,No,English
2098,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,NA,4,9,Promoters,4,4,5,5,5,Female,45-54,"$50,000-$100,000",No,No,English
2099,UNITED INTL,International,North America,Vacation,BART,NA,3,7,Passives,2,2,5,5,5,Male,45-54,"$50,000-$100,000",Yes,No,English
2100,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,BART,NA,4,9,Promoters,4,3,3,5,4,Male,35-44,"$150,000 or higher",No,No,English
2101,AMERICAN,Domestic Peak,U.S. West,Visit friends,Dropped off,NA,5,8,Passives,NA,4,5,5,5,Female,25-34,"less than $50,000",No,NA,English
2102,UNITED INTL,International,North America,Business,BART,NA,4,8,Passives,4,4,4,4,4,Male,65 and over,NA,No,No,English
2103,JETBLUE,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,4,4,4,5,4,Female,55-64,"$50,000-$100,000",No,No,English
2104,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,BART,NA,4,7,Passives,4,4,4,3,4,Female,25-34,"$150,000 or higher",No,No,English
2105,UNITED INTL,International,North America,Wedding/funeral/graduation,Uber/Lyft,NA,4,9,Promoters,3,4,3,5,3,Female,25-34,"$100,001-$150,000",No,No,English
2106,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Uber/Lyft,I MISSED MY FLIGHT AND HAD TO STANDBY.,4,8,Passives,3,3,4,5,4,Female,18-24,"less than $50,000",No,No,English
2107,UNITED INTL,International,North America,Vacation,Connect from another flight,NA,5,10,Promoters,5,5,5,4,5,Female,45-54,"$50,000-$100,000",Yes,No,English
2108,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,BART,NA,4,10,Promoters,5,3,4,5,4,Female,25-34,"$150,000 or higher",Yes,No,English
2109,UNITED INTL,International,North America,Vacation,Uber/Lyft,NA,NA,7,Passives,NA,NA,5,5,5,Male,25-34,"less than $50,000",Yes,No,English
2110,JETBLUE,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,9,Promoters,4,4,5,4,5,Male,45-54,"$150,000 or higher",No,Yes,English
2111,UNITED INTL,International,North America,Visit friends,Dropped off,NA,4,10,Promoters,NA,5,5,4,5,Male,55-64,NA,No,NA,Spanish
2112,AMERICAN,Domestic Peak,U.S. West,Business,Drove,NA,5,10,Promoters,NA,NA,4,5,4,Male,65 and over,"$150,000 or higher",No,No,English
2113,JETBLUE,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,4,8,Passives,4,NA,3,4,3,Male,45-54,"$150,000 or higher",No,Yes,English
2114,UNITED INTL,International,North America,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,3,4,3,Female,45-54,"$50,000-$100,000",No,No,Spanish
2115,UNITED INTL,International,North America,Vacation,BART,NA,4,9,Promoters,4,NA,3,5,4,Male,25-34,"less than $50,000",No,No,Spanish
2116,UNITED INTL,International,North America,Conference,BART,NA,4,9,Promoters,4,4,3,4,3,Male,25-34,"less than $50,000",No,NA,Spanish
2117,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,3,2,Detractors,2,2,2,3,3,Female,25-34,"$150,000 or higher",No,No,English
2118,UNITED INTL,International,North America,Visit friends,Connect from another flight,NA,NA,9,Promoters,4,3,NA,4,5,Male,45-54,NA,No,No,Spanish
2119,UNITED INTL,International,North America,Business,Connect from another flight,NA,4,10,Promoters,NA,3,5,5,5,Male,35-44,"less than $50,000",No,No,Spanish
2120,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Uber/Lyft,NA,4,7,Passives,3,3,4,4,4,Female,25-34,"$50,000-$100,000",NA,No,English
2121,UNITED INTL,International,North America,Visit friends,Dropped off,NA,5,9,Promoters,4,4,4,4,4,Female,25-34,NA,NA,No,Spanish
2122,CATHAY PACIFIC,International,Asia,Wedding/funeral/graduation,Drove,NA,3,2,Detractors,4,4,3,3,3,Female,45-54,"less than $50,000",No,No,English
2123,JETBLUE,Domestic Offpeak,U.S. West,Conference,Dropped off,NA,5,9,Promoters,4,3,5,5,5,Male,25-34,"less than $50,000",No,NA,English
2124,JETBLUE,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,9,Promoters,4,3,5,5,5,Female,25-34,"$150,000 or higher",No,No,English
2125,UNITED INTL,International,North America,Vacation,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,35-44,NA,NA,No,Spanish
2126,UNITED INTL,International,North America,Vacation,Uber/Lyft,NA,4,10,Promoters,4,4,5,5,5,Male,18-24,NA,NA,No,Spanish
2127,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,8,Passives,1,2,4,2,4,Male,18-24,"$100,001-$150,000",No,No,English
2128,FRONTIER,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Dropped off,NA,4,3,Detractors,NA,5,5,5,5,Female,45-54,"less than $50,000",No,No,English
2129,UNITED INTL,International,North America,Vacation,Dropped off,NA,4,11,NA,2,1,5,5,4,NA,NA,NA,NA,NA,Spanish
2130,CATHAY PACIFIC,International,Asia,Visit friends,Connect from another flight,NA,4,9,Promoters,NA,NA,4,4,4,Female,35-44,"$100,001-$150,000",No,No,English
2131,AIR CANADA,International,North America,Business,Uber/Lyft,NA,4,8,Passives,3,4,3,5,4,Female,45-54,"$150,000 or higher",Yes,No,English
2132,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,5,Detractors,NA,3,3,5,3,Male,65 and over,"less than $50,000",No,No,English
2133,AIR CANADA,International,North America,Vacation,Taxi,NA,4,6,Detractors,3,3,3,3,4,Male,55-64,"$50,000-$100,000",No,No,English
2134,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,5,10,Promoters,5,5,5,5,5,Female,55-64,"$100,001-$150,000",No,No,English
2135,AIR CANADA,International,North America,Business,Drove,NA,3,7,Passives,3,3,3,5,3,Male,45-54,NA,NA,No,English
2136,CATHAY PACIFIC,International,Asia,Visit friends,Connect from another flight,"AIRTRAIN CONFUSING, FLIGHT NOT ON SCREEN ----------OUT CONNECTING FLIGHT LAYOVER TOO LONG/EARLY.  ALSO RE/BAD WIFI.",3,9,Promoters,NA,NA,4,3,5,Male,25-34,"$50,000-$100,000",No,No,English
2137,AIR CANADA,International,North America,Vacation,Connect from another flight,"TSA CHECK LINE, OFFICERS WEREN'T ORGANIZED, COULD HAVE MOVED FASTER AND MORE EFFICIENTLY",4,8,Passives,3,4,3,4,3,Female,18-24,"$50,000-$100,000",No,No,English
2138,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,BART,NA,3,8,Passives,2,2,4,5,4,Male,55-64,"$50,000-$100,000",No,No,English
2139,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,FRONTIER KIOSK WAS DOWN FOR AT LEAST AN HOUR AND NO ATTENDANTS ON DUTY.,4,5,Detractors,3,3,4,3,5,Female,18-24,NA,No,No,English
2140,AIR CANADA,International,North America,Business,Uber/Lyft,NA,4,7,Passives,4,3,4,4,4,Female,25-34,"$150,000 or higher",Yes,NA,English
2141,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,BART,NA,5,10,Promoters,5,5,5,4,5,Male,18-24,"$150,000 or higher",NA,No,English
2142,AIR CANADA,International,North America,Vacation,BART,NA,3,7,Passives,2,4,4,4,4,Female,25-34,"$50,000-$100,000",Yes,No,English
2143,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,NA,3,5,5,5,Male,25-34,"less than $50,000",NA,No,English
2144,AIR CANADA,International,North America,Vacation,Dropped off,NA,3,6,Detractors,3,3,3,3,3,Female,65 and over,"$150,000 or higher",NA,No,English
2145,AIR CANADA,International,North America,Visit friends,BART,NA,4,10,Promoters,4,4,4,5,5,Male,45-54,"$150,000 or higher",No,No,English
2146,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Taxi,NA,NA,10,Promoters,NA,NA,NA,5,NA,NA,45-54,"less than $50,000",No,NA,English
2147,CATHAY PACIFIC,International,Asia,Visit friends,Rental Car,NA,NA,10,Promoters,4,5,4,3,5,NA,65 and over,NA,NA,NA,English
2148,FRONTIER,Domestic Offpeak,U.S. West,Escorting others,Dropped off,NA,4,10,Promoters,4,4,4,4,4,Female,55-64,"$100,001-$150,000",Yes,No,English
2149,AIR CANADA,International,North America,Visit friends,Connect from another flight,NA,5,10,Promoters,4,4,5,5,5,Male,18-24,"less than $50,000",No,No,English
2150,FRONTIER,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,BART,NA,4,8,Passives,5,5,3,4,4,Female,55-64,"less than $50,000",No,No,English
2151,CATHAY PACIFIC,International,Asia,Visit friends,Van,NA,5,10,Promoters,5,NA,5,5,5,Male,35-44,"$100,001-$150,000",No,No,English
2152,AIR CANADA,International,North America,Vacation,Connect from another flight,"I DIDN'T SEE ANY TROLLIES TO HELP PEOPLE LIKE SENIORS, ELDERL TO GET AROUND.",4,5,Detractors,4,4,3,4,3,Female,65 and over,"less than $50,000",No,No,English
2153,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,3,8,Passives,1,1,5,3,5,Male,18-24,"$150,000 or higher",No,No,English
2154,AIR CANADA,International,North America,Visit friends,Rental Car,NA,5,10,Promoters,NA,5,5,5,5,NA,65 and over,"less than $50,000",No,No,Chinese
2155,CATHAY PACIFIC,International,Asia,Business,Connect from another flight,NA,4,7,Passives,4,3,4,4,4,Female,45-54,NA,No,No,English
2156,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Rental Car,"TSA SUCKS, THEY DON'T EXPLAIN WHAT THEY'RE DOING.",3,4,Detractors,2,3,3,4,4,Male,35-44,"$150,000 or higher",No,No,English
2157,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,PAID LUGGAGE DIDN'T KNOW!,5,10,Promoters,2,4,5,5,5,Female,18-24,"$100,001-$150,000",No,No,English
2158,CHINA EASTERN,International,Asia,Visit friends,Dropped off,NA,NA,9,Promoters,5,4,NA,5,4,Female,55-64,"less than $50,000",No,NA,Chinese
2159,CHINA EASTERN,International,Asia,School event,Uber/Lyft,NA,5,8,Passives,4,2,4,5,5,Female,18-24,NA,NA,No,Chinese
2160,CATHAY PACIFIC,International,Asia,NA,Uber/Lyft,NA,5,8,Passives,NA,NA,4,5,4,Female,55-64,"less than $50,000",Yes,No,English
2161,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,3,7,Passives,3,3,4,4,3,Female,18-24,"$100,001-$150,000",NA,No,English
2162,CHINA EASTERN,International,Asia,Visit friends,Connect from another flight,NA,4,11,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,Chinese
